OrderID,CustomerName,Product,UnitPrice,Quantity,OrderDate,Region
2234,Linda Green,Laptop,800,10,09/20/2023,South
2235,Robert Black,Laptop,800,6,08/27/2023,West
2236,Robert Black,Monitor,200,2,09/07/23,North
2237,Sara Khan,Keyboard,50,4,04/23/2023,North
2238,John Doe,Headphones,100,5,09/07/23,West
2239,Mike Davis,Keyboard,50,5,10/22/2023,West
2240,Robert Black,Mouse,30,5,03/04/23,East
2241,Linda Green,Smartwatch,250,7,01/10/23,East
2242,Sara Khan,Mouse,30,1,12/22/2023,South
2243,Mike Davis,Mouse,30,1,12/31/2023,North
2244,Emily White,Smartwatch,250,4,10/13/2023,North
2245,Linda Green,Monitor,200,1,01/15/2023,East
2246,Mike Davis,Laptop,800,6,07/20/2023,North
2247,Sara Khan,Laptop,800,10,05/11/23,West
2248,Emily White,Smartwatch,250,9,03/10/23,North
2249,Mike Davis,Tablet,300,2,06/09/23,North
2250,Jane Smith,Monitor,200,10,01/13/2023,East
2251,John Doe,Smartwatch,250,9,03/21/2023,East
2252,Jane Smith,Keyboard,50,1,09/05/23,North
2253,Jane Smith,Headphones,100,7,10/19/2023,East
2254,Robert Black,Mouse,30,6,04/14/2023,North
2255,John Doe,Keyboard,50,6,04/08/23,South
2256,Linda Green,Headphones,100,3,10/11/23,North
2257,Emily White,Laptop,800,3,08/07/23,North
2258,Robert Black,Keyboard,50,1,10/07/23,North
2259,Jane Smith,Headphones,100,5,05/03/23,West
2260,John Doe,Phone,500,10,08/20/2023,North
2261,John Doe,Tablet,300,5,06/20/2023,West
2262,Emily White,Headphones,100,8,09/26/2023,East
2263,John Doe,Monitor,200,8,05/14/2023,East
2264,Sara Khan,Smartwatch,250,7,02/17/2023,North
2265,Mike Davis,Keyboard,50,5,11/03/23,North
2266,John Doe,Phone,500,2,11/02/23,East
2267,John Doe,Mouse,30,9,11/09/23,West
2268,John Doe,Tablet,300,2,05/01/23,South
2269,Chris Brown,Headphones,100,4,08/17/2023,West
2270,Sara Khan,Headphones,100,4,02/16/2023,West
2271,Emily White,Monitor,200,2,11/22/2023,West
2272,Robert Black,Smartwatch,250,9,11/09/23,South
2273,Chris Brown,Monitor,200,10,01/07/23,East
2274,Chris Brown,Headphones,100,10,09/17/2023,North
2275,John Doe,Mouse,30,3,07/26/2023,East
2276,Mike Davis,Keyboard,50,9,10/03/23,East
2277,Jane Smith,Headphones,100,9,03/24/2023,North
2278,Chris Brown,Tablet,300,9,11/12/23,West
2279,Emily White,Phone,500,7,12/28/2023,South
2280,John Doe,Monitor,200,4,05/31/2023,South
2281,Emily White,Smartwatch,250,7,01/01/24,North
2282,Linda Green,Laptop,800,1,10/19/2023,South
2283,Linda Green,Headphones,100,3,01/18/2023,East
2284,Chris Brown,Smartwatch,250,7,02/17/2023,South
2285,Jane Smith,Keyboard,50,10,10/16/2023,West
2286,Jane Smith,Laptop,800,6,12/25/2023,East
2287,Linda Green,Smartwatch,250,7,10/25/2023,North
2288,Mike Davis,Smartwatch,250,8,05/16/2023,North
2289,Emily White,Laptop,800,7,08/14/2023,West
2290,John Doe,Monitor,200,1,12/01/23,West
2291,Emily White,Phone,500,1,11/25/2023,South
2292,Chris Brown,Tablet,300,7,07/03/23,East
2293,Robert Black,Smartwatch,250,2,04/28/2023,West
2294,John Doe,Phone,500,2,09/14/2023,South
2295,Mike Davis,Smartwatch,250,8,08/25/2023,East
2296,Chris Brown,Monitor,200,6,11/08/23,West
2297,Mike Davis,Laptop,800,10,01/07/23,East
2298,John Doe,Mouse,30,10,08/31/2023,North
2299,,Phone,500,1,03/26/2023,South
2300,Chris Brown,Monitor,200,5,03/26/2023,North
2301,Jane Smith,Mouse,30,,03/07/23,North
2302,Chris Brown,Phone,500,6,06/24/2023,North
2303,Mike Davis,Phone,500,4,11/15/2023,South
2304,Robert Black,Headphones,100,10,10/05/23,East
2305,Chris Brown,Tablet,300,5,07/12/23,South
2306,Jane Smith,Smartwatch,250,1,08/02/23,West
2307,Emily White,Keyboard,50,6,10/25/2023,North
2308,John Doe,Phone,500,7,07/05/23,West
2309,Robert Black,Smartwatch,250,3,04/24/2023,West
2310,Jane Smith,Keyboard,50,10,05/14/2023,West
2311,Jane Smith,Laptop,800,4,05/03/23,South
2312,Jane Smith,Laptop,800,10,03/24/2023,West
2313,Sara Khan,Tablet,300,8,03/04/23,South
2314,John Doe,Monitor,200,,02/07/23,North
2315,Jane Smith,Monitor,200,,05/16/2023,North
2316,Mike Davis,Keyboard,50,2,11/07/23,South
2317,Jane Smith,Headphones,100,4,02/19/2023,South
2318,Chris Brown,Smartwatch,250,6,10/07/23,West
2319,John Doe,Monitor,200,3,10/11/23,East
2320,Linda Green,Monitor,200,9,04/25/2023,South
2321,Mike Davis,Mouse,30,10,04/01/23,North
2322,Linda Green,Keyboard,50,4,11/29/2023,East
2323,Chris Brown,Smartwatch,250,8,08/20/2023,East
2324,Jane Smith,Monitor,200,8,12/13/2023,North
2325,Chris Brown,Monitor,200,2,04/05/23,East
2326,Sara Khan,Laptop,800,4,02/04/23,South
2327,,Monitor,200,6,06/03/23,West
2328,Mike Davis,Phone,500,6,01/22/2023,South
2329,Linda Green,Monitor,200,2,01/02/23,West
2330,John Doe,Laptop,800,8,08/10/23,West
2331,Linda Green,Phone,500,3,09/13/2023,West
2332,Mike Davis,Laptop,800,6,05/22/2023,East
2333,John Doe,Tablet,300,7,06/15/2023,North
2334,Chris Brown,Headphones,100,4,03/30/2023,West
2335,Robert Black,Mouse,30,5,04/11/23,West
2336,Sara Khan,Keyboard,50,5,05/28/2023,East
2337,Emily White,Monitor,200,3,11/26/2023,West
2338,Chris Brown,Keyboard,50,3,02/08/23,South
2339,Emily White,Smartwatch,250,7,05/15/2023,South
2340,Emily White,Headphones,100,8,10/29/2023,West
2341,Chris Brown,Phone,500,3,04/26/2023,West
2342,Robert Black,Keyboard,50,7,02/19/2023,East
2343,Jane Smith,Tablet,300,5,10/24/2023,South
2344,Linda Green,Keyboard,50,2,07/23/2023,South
2345,Linda Green,Phone,500,,02/07/23,South
2346,Emily White,Headphones,100,1,04/01/23,South
2347,Emily White,Headphones,100,3,10/11/23,South
2348,John Doe,Headphones,100,7,05/06/23,West
2349,Jane Smith,Smartwatch,250,7,09/26/2023,East
2350,Robert Black,Smartwatch,250,2,04/01/23,North
2351,Chris Brown,Monitor,200,5,02/15/2023,South
2352,Sara Khan,Smartwatch,250,9,09/08/23,South
2353,Jane Smith,Mouse,30,5,12/03/23,East
2354,,Headphones,100,6,04/26/2023,West
2355,Sara Khan,Mouse,30,10,08/13/2023,East
2356,Mike Davis,Laptop,800,10,02/11/23,North
2357,Chris Brown,Tablet,300,10,06/12/23,West
2358,Mike Davis,Tablet,300,9,01/30/2023,West
2359,,Phone,500,1,06/26/2023,West
2360,Mike Davis,Monitor,200,4,12/11/23,South
2361,John Doe,Mouse,30,9,12/21/2023,East
2362,Jane Smith,Smartwatch,250,9,03/02/23,East
2363,Mike Davis,Phone,500,2,03/02/23,West
2364,Robert Black,Smartwatch,250,5,05/01/23,South
2365,Chris Brown,Phone,500,3,03/23/2023,South
2366,Robert Black,Headphones,100,10,12/20/2023,North
2367,John Doe,Mouse,30,10,12/28/2023,North
2368,Emily White,Headphones,100,9,07/05/23,East
2369,Linda Green,Laptop,800,2,02/02/23,North
2370,Chris Brown,Headphones,100,,05/06/23,West
2371,Mike Davis,Smartwatch,250,10,04/13/2023,West
2372,Linda Green,Tablet,300,7,12/02/23,West
2373,Robert Black,Laptop,800,10,01/15/2023,West
2374,Robert Black,Monitor,200,2,02/02/23,North
2375,Chris Brown,Keyboard,50,5,11/18/2023,East
2376,John Doe,Phone,500,10,10/29/2023,South
2377,Jane Smith,Monitor,200,7,07/02/23,West
2378,Robert Black,Mouse,30,6,05/29/2023,West
2379,Linda Green,Monitor,200,9,01/25/2023,East
2380,Emily White,Laptop,800,5,03/18/2023,South
2381,Jane Smith,Headphones,100,8,03/29/2023,North
2382,John Doe,Tablet,300,9,04/30/2023,South
2383,Chris Brown,Headphones,100,7,05/28/2023,East
2384,Robert Black,Tablet,300,8,12/01/23,West
2385,,Mouse,30,4,04/22/2023,South
2386,Robert Black,Keyboard,50,5,01/12/23,West
2387,Jane Smith,Smartwatch,250,6,01/29/2023,West
2388,Chris Brown,Mouse,30,5,11/05/23,South
2389,Jane Smith,Phone,500,10,12/05/23,South
2390,John Doe,Smartwatch,250,2,11/25/2023,North
2391,Linda Green,Phone,500,7,08/30/2023,North
2392,John Doe,Laptop,800,8,02/07/23,East
2393,Mike Davis,Tablet,300,10,08/01/23,West
2394,Jane Smith,Tablet,300,8,05/27/2023,South
2395,John Doe,Monitor,200,9,01/17/2023,East
2396,Jane Smith,Monitor,200,10,09/24/2023,East
2397,Chris Brown,Mouse,30,4,07/29/2023,East
2398,Jane Smith,Laptop,800,7,07/20/2023,East
2399,Linda Green,Keyboard,50,5,02/11/23,West
2400,Emily White,Keyboard,50,9,01/21/2023,North
2401,Chris Brown,Phone,500,7,05/22/2023,South
2402,Chris Brown,Mouse,30,2,12/28/2023,West
2403,Robert Black,Laptop,800,2,08/11/23,South
2404,Sara Khan,Tablet,300,4,07/18/2023,West
2405,Robert Black,Phone,500,6,06/25/2023,South
2406,Sara Khan,Monitor,200,3,05/22/2023,North
2407,Emily White,Smartwatch,250,1,05/24/2023,East
2408,John Doe,Headphones,100,8,11/29/2023,West
2409,Linda Green,Headphones,100,9,08/07/23,North
2410,John Doe,Keyboard,50,1,11/17/2023,South
2411,Robert Black,Headphones,100,7,05/04/23,North
2412,Chris Brown,Tablet,300,8,04/01/23,South
2413,,Monitor,200,9,05/22/2023,East
2414,Sara Khan,Keyboard,50,9,11/11/23,South
2415,Emily White,Laptop,800,6,09/23/2023,North
2416,Mike Davis,Headphones,100,2,01/20/2023,East
2417,Robert Black,Phone,500,1,09/26/2023,West
2418,,Keyboard,50,5,02/28/2023,West
2419,Robert Black,Mouse,30,10,01/27/2023,West
2420,Robert Black,Laptop,800,4,03/02/23,South
2421,Linda Green,Tablet,300,4,12/05/23,East
2422,,Monitor,200,5,05/24/2023,East
2423,Jane Smith,Monitor,200,5,06/03/23,South
2424,Robert Black,Laptop,800,4,08/11/23,East
2425,Linda Green,Laptop,800,3,05/25/2023,West
2426,John Doe,Smartwatch,250,5,11/08/23,West
2427,Jane Smith,Monitor,200,9,08/09/23,East
2428,Sara Khan,Laptop,800,8,08/12/23,North
2429,Sara Khan,Keyboard,50,10,08/13/2023,East
2430,John Doe,Keyboard,50,7,05/23/2023,North
2431,Sara Khan,Monitor,200,5,06/09/23,North
2432,John Doe,Mouse,30,6,03/17/2023,West
2433,John Doe,Laptop,800,3,06/18/2023,North
2434,Mike Davis,Keyboard,50,10,01/12/23,North
2435,Mike Davis,Keyboard,50,,07/07/23,North
2436,Linda Green,Tablet,300,3,07/04/23,East
2437,Linda Green,Keyboard,50,3,03/26/2023,South
2438,Mike Davis,Smartwatch,250,10,11/23/2023,North
2439,Sara Khan,Keyboard,50,8,05/11/23,South
2440,Jane Smith,Tablet,300,8,09/17/2023,North
2441,Sara Khan,Tablet,300,3,07/09/23,West
2442,Mike Davis,Monitor,200,3,03/17/2023,North
2443,Jane Smith,Tablet,300,2,08/13/2023,East
2444,Robert Black,Phone,500,3,09/29/2023,South
2445,Linda Green,Headphones,100,2,05/05/23,South
2446,Chris Brown,Laptop,800,2,10/20/2023,South
2447,Robert Black,Phone,500,1,09/15/2023,East
2448,Mike Davis,Tablet,300,6,06/23/2023,West
2449,Linda Green,Mouse,30,9,03/26/2023,East
2450,Sara Khan,Tablet,300,1,05/21/2023,East
2451,Chris Brown,Keyboard,50,8,07/09/23,East
2452,Emily White,Keyboard,50,5,01/18/2023,East
2453,Emily White,Laptop,800,5,05/14/2023,East
2454,Emily White,Keyboard,50,4,06/06/23,South
2455,John Doe,Headphones,100,2,07/07/23,South
2456,Chris Brown,Phone,500,10,03/17/2023,North
2457,Sara Khan,Phone,500,3,11/15/2023,East
2458,Mike Davis,Laptop,800,5,06/21/2023,North
2459,Mike Davis,Monitor,200,10,08/21/2023,West
2460,Robert Black,Tablet,300,3,02/01/23,East
2461,Emily White,Tablet,300,5,05/30/2023,West
2462,Robert Black,Mouse,30,6,04/20/2023,South
2463,Emily White,Laptop,800,7,12/11/23,South
2464,Linda Green,Laptop,800,1,05/24/2023,West
2465,Mike Davis,Phone,500,2,11/03/23,North
2466,Linda Green,Headphones,100,4,09/02/23,West
2467,John Doe,Laptop,800,1,10/26/2023,South
2468,Mike Davis,Mouse,30,3,02/06/23,North
2469,Chris Brown,Keyboard,50,8,09/22/2023,East
2470,Sara Khan,Mouse,30,9,08/21/2023,East
2471,Jane Smith,Phone,500,3,10/21/2023,North
2472,Emily White,Phone,500,6,06/11/23,West
2473,John Doe,Phone,500,5,07/01/23,West
2474,Mike Davis,Keyboard,50,9,07/26/2023,North
2475,Emily White,Phone,500,7,04/01/23,East
2476,Chris Brown,Mouse,30,2,03/07/23,South
2477,Emily White,Tablet,300,4,02/01/23,West
2478,Sara Khan,Laptop,800,9,08/22/2023,North
2479,Linda Green,Mouse,30,2,11/07/23,South
2480,Linda Green,Mouse,30,8,04/25/2023,South
2481,Jane Smith,Keyboard,50,7,10/17/2023,North
2482,Linda Green,Laptop,800,1,10/05/23,West
2483,Emily White,Headphones,100,2,12/11/23,East
2484,Chris Brown,Laptop,800,7,12/28/2023,North
2485,John Doe,Smartwatch,250,1,04/03/23,East
2486,Chris Brown,Tablet,300,9,04/27/2023,North
2487,Jane Smith,Keyboard,50,3,04/15/2023,North
2488,Jane Smith,Smartwatch,250,3,02/20/2023,South
2489,Robert Black,Headphones,100,10,01/24/2023,West
2490,Mike Davis,Keyboard,50,8,12/19/2023,North
2491,Mike Davis,Laptop,800,10,06/15/2023,East
2492,Robert Black,Phone,500,9,06/08/23,West
2493,John Doe,Mouse,30,10,02/05/23,East
2494,Robert Black,Keyboard,50,5,08/19/2023,West
2495,Chris Brown,Mouse,30,1,09/18/2023,West
2496,Chris Brown,Headphones,100,4,03/17/2023,East
2497,Emily White,Monitor,200,6,03/19/2023,North
2498,Jane Smith,Tablet,300,2,03/22/2023,West
2499,Jane Smith,Headphones,100,10,06/12/23,North
2500,Mike Davis,Monitor,200,10,09/24/2023,East
2501,Chris Brown,Headphones,100,9,07/08/23,North
2502,Chris Brown,Laptop,800,10,12/04/23,North
2503,Chris Brown,Phone,500,8,11/14/2023,East
2504,Linda Green,Tablet,300,6,05/06/23,West
2505,Jane Smith,Smartwatch,250,8,05/26/2023,East
2506,Linda Green,Phone,500,2,10/28/2023,South
2507,Mike Davis,Laptop,800,7,08/06/23,South
2508,Robert Black,Keyboard,50,5,12/09/23,West
2509,John Doe,Mouse,30,9,02/22/2023,East
2510,Linda Green,Keyboard,50,10,10/09/23,West
2511,Mike Davis,Headphones,100,3,05/09/23,West
2512,,Smartwatch,250,7,03/14/2023,East
2513,Emily White,Headphones,100,1,02/23/2023,South
2514,John Doe,Laptop,800,1,05/05/23,East
2515,Linda Green,Mouse,30,1,07/31/2023,East
2516,Mike Davis,Headphones,100,9,03/16/2023,South
2517,Mike Davis,Headphones,100,6,05/19/2023,West
2518,Emily White,Tablet,300,10,05/12/23,East
2519,Mike Davis,Phone,500,10,02/22/2023,North
2520,Sara Khan,Laptop,800,1,07/26/2023,North
2521,Linda Green,Tablet,300,2,04/19/2023,West
2522,Sara Khan,Monitor,200,2,01/01/23,West
2523,Linda Green,Monitor,200,10,08/18/2023,South
2524,Robert Black,Phone,500,4,12/06/23,East
2525,Emily White,Headphones,100,10,03/28/2023,East
2526,Sara Khan,Phone,500,2,04/26/2023,West
2527,Linda Green,Keyboard,50,10,04/28/2023,West
2528,Sara Khan,Monitor,200,6,07/20/2023,North
2529,Mike Davis,Headphones,100,9,08/17/2023,North
2530,Mike Davis,Mouse,30,10,05/13/2023,West
2531,Jane Smith,Smartwatch,250,2,09/16/2023,East
2532,Emily White,Smartwatch,250,2,04/16/2023,West
2533,Linda Green,Mouse,30,8,12/25/2023,North
2534,Mike Davis,Phone,500,1,10/20/2023,South
2535,Mike Davis,Laptop,800,3,01/02/23,South
2536,John Doe,Mouse,30,1,05/21/2023,North
2537,Robert Black,Headphones,100,2,03/25/2023,South
2538,John Doe,Laptop,800,10,12/23/2023,South
2539,Jane Smith,Laptop,800,3,10/22/2023,West
2540,Robert Black,Phone,500,7,12/03/23,South
2541,Chris Brown,Monitor,200,6,12/27/2023,South
2542,Robert Black,Monitor,200,5,03/19/2023,West
2543,Chris Brown,Mouse,30,3,08/03/23,East
2544,Sara Khan,Tablet,300,5,04/30/2023,South
2545,Chris Brown,Mouse,30,9,02/20/2023,South
2546,Robert Black,Keyboard,50,6,11/05/23,North
2547,Emily White,Tablet,300,8,08/30/2023,West
2548,Mike Davis,Tablet,300,9,01/25/2023,West
2549,Emily White,Smartwatch,250,10,04/07/23,North
2550,Chris Brown,Mouse,30,8,12/03/23,East
2551,Mike Davis,Tablet,300,2,03/16/2023,South
2552,Linda Green,Tablet,300,3,04/29/2023,East
2553,Jane Smith,Keyboard,50,5,11/02/23,North
2554,Jane Smith,Mouse,30,2,03/19/2023,East
2555,Jane Smith,Mouse,30,4,08/23/2023,South
2556,John Doe,Headphones,100,2,04/07/23,East
2557,Chris Brown,Headphones,100,10,11/05/23,South
2558,John Doe,Laptop,800,1,03/14/2023,East
2559,Chris Brown,Headphones,100,5,12/06/23,West
2560,Emily White,Monitor,200,8,03/14/2023,South
2561,Sara Khan,Headphones,100,10,03/27/2023,South
2562,John Doe,Phone,500,8,03/18/2023,South
2563,Emily White,Keyboard,50,6,04/04/23,South
2564,Linda Green,Laptop,800,1,11/14/2023,North
2565,Sara Khan,Headphones,100,9,10/03/23,West
2566,Linda Green,Phone,500,6,03/16/2023,North
2567,Jane Smith,Keyboard,50,4,11/07/23,East
2568,Mike Davis,Mouse,30,1,08/18/2023,West
2569,Mike Davis,Keyboard,50,3,03/07/23,South
2570,John Doe,Smartwatch,250,2,11/23/2023,South
2571,Sara Khan,Monitor,200,7,12/08/23,West
2572,Jane Smith,Headphones,100,6,01/11/23,North
2573,John Doe,Phone,500,5,01/24/2023,South
2574,Robert Black,Keyboard,50,8,10/16/2023,East
2575,Linda Green,Phone,500,2,01/01/23,East
2576,Emily White,Monitor,200,2,12/06/23,North
2577,Chris Brown,Phone,500,1,05/23/2023,North
2578,Sara Khan,Smartwatch,250,4,10/13/2023,South
2579,Robert Black,Keyboard,50,4,11/02/23,South
2580,Mike Davis,Smartwatch,250,7,10/05/23,West
2581,Chris Brown,Monitor,200,2,05/22/2023,East
2582,Robert Black,Phone,500,9,11/30/2023,North
2583,Emily White,Keyboard,50,2,03/21/2023,East
2584,Sara Khan,Laptop,800,9,09/22/2023,North
2585,Sara Khan,Keyboard,50,1,02/25/2023,East
2586,Mike Davis,Smartwatch,250,3,12/16/2023,East
2587,John Doe,Monitor,200,3,05/18/2023,South
2588,John Doe,Smartwatch,250,5,02/11/23,South
2589,Sara Khan,Headphones,100,1,10/16/2023,North
2590,John Doe,Laptop,800,9,07/02/23,East
2591,Robert Black,Smartwatch,250,8,12/13/2023,South
2592,Emily White,Laptop,800,8,09/03/23,North
2593,Emily White,Phone,500,6,02/22/2023,West
2594,Emily White,Mouse,30,6,04/24/2023,North
2595,Jane Smith,Tablet,300,5,08/16/2023,West
2596,Sara Khan,Mouse,30,2,11/18/2023,East
2597,Jane Smith,Headphones,100,5,01/22/2023,South
2598,Jane Smith,Laptop,800,9,12/23/2023,West
2599,Mike Davis,Phone,500,5,03/30/2023,West
2600,Robert Black,Smartwatch,250,1,04/09/23,East
2601,John Doe,Keyboard,50,6,02/24/2023,North
2602,John Doe,Monitor,200,,01/25/2023,South
2603,Sara Khan,Mouse,30,6,07/26/2023,South
2604,Mike Davis,Laptop,800,2,01/02/23,North
2605,John Doe,Tablet,300,10,10/16/2023,East
2606,Emily White,Mouse,30,4,04/14/2023,North
2607,Jane Smith,Monitor,200,9,11/11/23,South
2608,Emily White,Keyboard,50,7,06/09/23,West
2609,Robert Black,Monitor,200,9,10/07/23,West
2610,Emily White,Headphones,100,7,08/04/23,South
2611,John Doe,Keyboard,50,10,04/07/23,South
2612,Chris Brown,Mouse,30,6,06/18/2023,North
2613,Mike Davis,Mouse,30,10,03/17/2023,East
2614,Sara Khan,Keyboard,50,6,06/14/2023,North
2615,Linda Green,Headphones,100,5,09/19/2023,North
2616,John Doe,Smartwatch,250,7,08/08/23,East
2617,John Doe,Monitor,200,4,12/18/2023,West
2618,Robert Black,Smartwatch,250,5,09/14/2023,East
2619,Jane Smith,Tablet,300,,07/30/2023,North
2620,Sara Khan,Phone,500,7,04/27/2023,East
2621,Robert Black,Mouse,30,2,04/04/23,South
2622,Robert Black,Smartwatch,250,4,11/26/2023,East
2623,Linda Green,Headphones,100,3,12/14/2023,East
2624,Jane Smith,Smartwatch,250,9,09/17/2023,South
2625,Jane Smith,Laptop,800,3,04/09/23,North
2626,Chris Brown,Laptop,800,1,02/20/2023,South
2627,Robert Black,Monitor,200,10,08/08/23,East
2628,,Tablet,300,3,01/31/2023,South
2629,Emily White,Smartwatch,250,,05/10/23,West
2630,Mike Davis,Headphones,100,10,12/29/2023,East
2631,Linda Green,Smartwatch,250,2,03/31/2023,East
2632,Robert Black,Laptop,800,6,04/13/2023,South
2633,John Doe,Laptop,800,2,09/30/2023,East
2634,Linda Green,Monitor,200,4,02/28/2023,East
2635,Linda Green,Headphones,100,3,07/29/2023,North
2636,John Doe,Keyboard,50,8,12/06/23,North
2637,Sara Khan,Headphones,100,9,04/21/2023,West
2638,Mike Davis,Monitor,200,5,11/09/23,North
2639,Emily White,Mouse,30,5,11/23/2023,South
2640,Sara Khan,Headphones,100,6,12/17/2023,West
2641,Jane Smith,Monitor,200,3,01/20/2023,East
2642,Mike Davis,Smartwatch,250,,03/14/2023,North
2643,Robert Black,Monitor,200,10,11/03/23,South
2644,Jane Smith,Phone,500,1,10/19/2023,West
2645,Linda Green,Mouse,30,6,12/22/2023,West
2646,Jane Smith,Laptop,800,,01/05/23,West
2647,Linda Green,Laptop,800,8,01/18/2023,North
2648,Robert Black,Headphones,100,3,05/13/2023,South
2649,Linda Green,Keyboard,50,10,04/11/23,North
2650,John Doe,Monitor,200,4,03/23/2023,South
2651,Linda Green,Monitor,200,3,08/31/2023,West
2652,Mike Davis,Smartwatch,250,3,10/02/23,West
2653,Robert Black,Headphones,100,4,04/12/23,North
2654,Chris Brown,Monitor,200,4,03/22/2023,East
2655,Chris Brown,Headphones,100,7,02/21/2023,South
2656,Emily White,Monitor,200,7,09/19/2023,North
2657,Linda Green,Smartwatch,250,7,04/02/23,South
2658,Linda Green,Keyboard,50,4,01/18/2023,North
2659,Sara Khan,Headphones,100,3,07/31/2023,East
2660,Linda Green,Headphones,100,6,04/17/2023,North
2661,Linda Green,Headphones,100,8,11/01/23,South
2662,Sara Khan,Phone,500,8,08/23/2023,East
2663,Chris Brown,Smartwatch,250,10,10/29/2023,North
2664,Mike Davis,Keyboard,50,8,12/06/23,East
2665,Jane Smith,Mouse,30,3,02/11/23,North
2666,Sara Khan,Phone,500,5,03/11/23,North
2667,,Laptop,800,9,03/26/2023,East
2668,Jane Smith,Mouse,30,4,12/01/23,West
2669,Chris Brown,Phone,500,9,09/11/23,South
2670,Linda Green,Phone,500,1,10/19/2023,North
2671,Mike Davis,Laptop,800,7,07/23/2023,North
2672,Linda Green,Mouse,30,5,04/01/23,South
2673,Linda Green,Phone,500,8,10/07/23,West
2674,Jane Smith,Headphones,100,9,10/13/2023,West
2675,Mike Davis,Keyboard,50,4,04/12/23,West
2676,Robert Black,Tablet,300,6,07/28/2023,East
2677,Sara Khan,Smartwatch,250,7,04/20/2023,East
2678,Sara Khan,Tablet,300,3,11/17/2023,West
2679,Linda Green,Smartwatch,250,5,04/24/2023,East
2680,John Doe,Monitor,200,10,01/19/2023,East
2681,,Mouse,30,10,03/05/23,West
2682,Emily White,Laptop,800,4,10/19/2023,South
2683,Robert Black,Laptop,800,1,12/27/2023,North
2684,John Doe,Laptop,800,10,07/21/2023,North
2685,Sara Khan,Monitor,200,2,11/15/2023,North
2686,Robert Black,Smartwatch,250,5,06/10/23,East
2687,Jane Smith,Headphones,100,10,01/29/2023,East
2688,Chris Brown,Monitor,200,6,10/02/23,West
2689,John Doe,Monitor,200,3,01/16/2023,South
2690,Sara Khan,Laptop,800,8,11/14/2023,East
2691,Emily White,Keyboard,50,10,01/06/23,East
2692,Linda Green,Tablet,300,3,01/08/23,South
2693,Emily White,Mouse,30,9,05/17/2023,South
2694,Emily White,Mouse,30,7,05/22/2023,North
2695,Robert Black,Smartwatch,250,6,07/01/23,South
2696,Robert Black,Smartwatch,250,6,05/27/2023,South
2697,Emily White,Mouse,30,8,08/23/2023,South
2698,Emily White,Keyboard,50,5,10/21/2023,South
2699,Mike Davis,Keyboard,50,8,06/25/2023,North
2700,Linda Green,Mouse,30,6,06/17/2023,South
2701,Robert Black,Mouse,30,2,05/15/2023,South
2702,Linda Green,Smartwatch,250,6,08/13/2023,North
2703,Robert Black,Tablet,300,9,08/23/2023,East
2704,Robert Black,Smartwatch,250,3,12/18/2023,South
2705,Jane Smith,Monitor,200,6,08/05/23,East
2706,Emily White,Phone,500,7,12/28/2023,East
2707,Sara Khan,Keyboard,50,8,01/22/2023,East
2708,Mike Davis,Phone,500,1,04/15/2023,East
2709,John Doe,Headphones,100,5,01/19/2023,West
2710,Robert Black,Tablet,300,5,12/04/23,North
2711,John Doe,Tablet,300,5,10/15/2023,West
2712,Emily White,Keyboard,50,7,01/02/23,East
2713,John Doe,Phone,500,7,07/09/23,East
2714,,Mouse,30,3,03/27/2023,North
2715,Mike Davis,Monitor,200,6,05/11/23,West
2716,Sara Khan,Keyboard,50,9,08/06/23,South
2717,Sara Khan,Keyboard,50,7,08/08/23,East
2718,Sara Khan,Laptop,800,9,03/12/23,South
2719,Emily White,Phone,500,10,11/10/23,West
2720,Sara Khan,Keyboard,50,3,03/19/2023,West
2721,Linda Green,Keyboard,50,2,03/29/2023,North
2722,Emily White,Phone,500,2,07/03/23,North
2723,Jane Smith,Keyboard,50,9,03/31/2023,West
2724,Emily White,Tablet,300,8,01/09/23,East
2725,John Doe,Laptop,800,6,12/02/23,North
2726,Robert Black,Monitor,200,2,03/20/2023,East
2727,Jane Smith,Keyboard,50,,09/10/23,East
2728,Robert Black,Laptop,800,5,06/13/2023,East
2729,Sara Khan,Tablet,300,7,02/18/2023,East
2730,Jane Smith,Monitor,200,8,02/17/2023,South
2731,Jane Smith,Keyboard,50,6,10/02/23,North
2732,Mike Davis,Keyboard,50,7,09/03/23,North
2733,Linda Green,Headphones,100,5,10/14/2023,West
2734,Sara Khan,Laptop,800,2,07/24/2023,East
2735,Jane Smith,Tablet,300,7,01/26/2023,North
2736,Emily White,Laptop,800,8,11/19/2023,East
2737,Emily White,Phone,500,3,12/22/2023,West
2738,Jane Smith,Tablet,300,1,12/12/23,North
2739,Sara Khan,Monitor,200,6,11/25/2023,West
2740,Chris Brown,Laptop,800,3,03/25/2023,North
2741,Jane Smith,Laptop,800,4,04/20/2023,South
2742,Jane Smith,Headphones,100,2,09/25/2023,South
2743,John Doe,Keyboard,50,1,03/21/2023,South
2744,Robert Black,Tablet,300,9,06/14/2023,West
2745,Linda Green,Mouse,30,8,12/27/2023,East
2746,John Doe,Keyboard,50,5,11/22/2023,East
2747,Mike Davis,Phone,500,7,02/05/23,West
2748,Emily White,Keyboard,50,,03/20/2023,South
2749,Mike Davis,Headphones,100,8,12/18/2023,West
2750,Sara Khan,Mouse,30,8,05/01/23,West
2751,Linda Green,Mouse,30,7,04/24/2023,North
